HOUSE_TYPE,CNTRCT_YM,CNTCT_DE,TRNS_CLSF,TRAMT,ASSRNC_AMT,MTHT_AMT,NRB_SWST_NM,NRB_SWST_DIST
연립다세대,202503,20,매매,10748,0,0,동대입구,354
연립다세대,202503,20,매매,10732,0,0,동대입구,354
연립다세대,202503,20,매매,10546,0,0,동대입구,354
연립다세대,202503,20,매매,25279,0,0,동대입구,354
연립다세대,202503,20,매매,28691,0,0,동대입구,354
연립다세대,202503,3,월세,0,500,45,동대입구,191
아파트,202503,11,월세,0,1000,65,동대입구,114
오피스텔,202503,25,매매,11700,0,0,동대문역사문화공원,4
오피스텔,202503,19,매매,11103,0,0,동대문역사문화공원,4
오피스텔,202503,2,매매,8900,0,0,동대문역사문화공원,4
오피스텔,202503,21,월세,0,500,50,동대문역사문화공원,4
오피스텔,202503,15,전세,0,27700,0,동대문역사문화공원,47
연립다세대,202503,8,전세,0,29000,0,동대문역사문화공원,135
오피스텔,202503,9,월세,0,1000,95,동대문역사문화공원,188
오피스텔,202503,8,월세,0,1000,97,동대문역사문화공원,188
오피스텔,202503,7,전세,0,23000,0,동대문역사문화공원,188
오피스텔,202503,7,전세,0,21150,0,동대문역사문화공원,188
연립다세대,202503,14,월세,0,1000,61,동대문역사문화공원,182
연립다세대,202503,14,월세,0,1000,61,동대문역사문화공원,182
연립다세대,202503,6,전세,0,12700,0,동대문역사문화공원,182
연립다세대,202503,6,전세,0,12700,0,동대문역사문화공원,182
오피스텔,202503,25,매매,12000,0,0,동대문역사문화공원,64
오피스텔,202503,10,매매,26000,0,0,동대문역사문화공원,64
연립다세대,202503,22,전세,0,28000,0,동대문역사문화공원,84
오피스텔,202503,12,월세,0,20000,21,동대문역사문화공원,84
오피스텔,202503,31,월세,0,21200,5,을지로4가,41
오피스텔,202503,8,전세,0,29500,0,을지로4가,41
오피스텔,202503,1,월세,0,10000,50,을지로4가,41
오피스텔,202503,18,매매,12000,0,0,을지로4가,242
오피스텔,202503,18,매매,11900,0,0,을지로4가,242
오피스텔,202503,13,전세,0,11000,0,을지로4가,242
아파트,202503,14,매매,75000,0,0,동대문역사문화공원,284
오피스텔,202503,11,월세,0,13000,10,동대문역사문화공원,175
오피스텔,202503,27,전세,0,32500,0,을지로4가,194
오피스텔,202503,15,전세,0,34650,0,을지로4가,194
오피스텔,202503,14,전세,0,33600,0,을지로4가,194
오피스텔,202503,6,월세,0,1000,70,동대문역사문화공원,246
아파트,202503,27,월세,0,30000,100,동대문역사문화공원,133
아파트,202503,3,월세,0,5000,150,동대문역사문화공원,133
오피스텔,202503,28,전세,0,21000,0,동대문역사문화공원,133
오피스텔,202503,8,전세,0,22000,0,동대문역사문화공원,133
아파트,202503,10,월세,0,10000,50,동대문역사문화공원,185
아파트,202503,6,전세,0,16000,0,동대문역사문화공원,185
오피스텔,202503,12,전세,0,18500,0,동대문역사문화공원,185
오피스텔,202503,27,전세,0,21000,0,동대문역사문화공원,216
오피스텔,202503,27,전세,0,21000,0,동대문역사문화공원,216
오피스텔,202503,27,전세,0,22000,0,동대문역사문화공원,216
오피스텔,202503,27,전세,0,22000,0,동대문역사문화공원,216
아파트,202503,24,월세,0,15750,126,을지로3가,75
아파트,202503,22,전세,0,88000,0,을지로3가,75
아파트,202503,14,전세,0,55000,0,을지로3가,75
아파트,202503,8,전세,0,60000,0,을지로3가,75
아파트,202503,5,전세,0,78000,0,을지로3가,75
아파트,202503,4,월세,0,47000,9,을지로3가,75
아파트,202503,23,전세,0,60900,0,을지로3가,130
아파트,202503,23,전세,0,60900,0,을지로3가,130
아파트,202503,22,전세,0,39900,0,을지로3가,130
아파트,202503,19,월세,0,5000,230,을지로3가,130
아파트,202503,15,전세,0,52500,0,을지로3가,130
아파트,202503,15,전세,0,62000,0,을지로3가,130
아파트,202503,15,월세,0,4000,200,을지로3가,130
아파트,202503,11,월세,0,5000,325,을지로3가,130
아파트,202503,11,월세,0,5000,325,을지로3가,130
아파트,202503,8,전세,0,38000,0,을지로3가,130
아파트,202503,8,월세,0,5000,200,을지로3가,130
아파트,202503,8,전세,0,40000,0,을지로3가,130
아파트,202503,8,전세,0,63000,0,을지로3가,130
아파트,202503,7,월세,0,45100,9,을지로3가,130
아파트,202503,11,전세,0,30000,0,을지로4가,133
오피스텔,202503,11,월세,0,1000,100,충무로,80
오피스텔,202503,12,월세,0,5000,73,을지로3가,94
오피스텔,202503,7,월세,0,15000,20,을지로3가,94
연립다세대,202503,31,전세,0,31200,0,청구,432
연립다세대,202503,17,월세,0,20000,40,청구,432
연립다세대,202503,3,전세,0,22000,0,신당,215
오피스텔,202503,29,전세,0,17800,0,신당,42
오피스텔,202503,25,전세,0,15400,0,신당,42
오피스텔,202503,25,전세,0,24100,0,신당,42
아파트,202503,29,전세,0,45000,0,신당,122
아파트,202503,24,매매,17500,0,0,신당,51
오피스텔,202503,24,매매,17500,0,0,신당,51
아파트,202503,22,월세,0,12700,18,신당,51
오피스텔,202503,11,전세,0,16100,0,신당,51
연립다세대,202503,19,매매,38500,0,0,신당,224
오피스텔,202503,15,전세,0,15000,0,신당,237
오피스텔,202503,1,월세,0,15000,25,신당,237
연립다세대,202503,18,전세,0,35500,0,신당,339
연립다세대,202503,6,전세,0,24800,0,신당,339
연립다세대,202503,1,전세,0,35000,0,청구,183
아파트,202503,11,매매,78000,0,0,청구,110
아파트,202503,29,매매,73500,0,0,청구,20
연립다세대,202503,1,매매,71000,0,0,동대문역사문화공원,239
연립다세대,202503,22,매매,38000,0,0,청구,27
연립다세대,202503,18,매매,40000,0,0,청구,27
연립다세대,202503,12,전세,0,30000,0,약수,271
연립다세대,202503,13,매매,120000,0,0,청구,301
연립다세대,202503,26,월세,0,5000,46,청구,319
연립다세대,202503,6,월세,0,5500,39,청구,319
연립다세대,202503,13,매매,33000,0,0,청구,247
연립다세대,202503,21,월세,0,5000,100,청구,267
연립다세대,202503,21,매매,142800,0,0,청구,322
연립다세대,202503,30,매매,120000,0,0,청구,367
연립다세대,202503,14,월세,0,1000,75,약수,289
오피스텔,202503,8,전세,0,14000,0,약수,177
연립다세대,202503,5,월세,0,500,60,약수,183
연립다세대,202503,7,매매,21800,0,0,약수,186
연립다세대,202503,1,월세,0,1000,60,약수,149
연립다세대,202503,8,전세,0,23300,0,약수,233
오피스텔,202503,29,전세,0,10410,0,약수,252
오피스텔,202503,12,월세,0,7000,27,약수,252
오피스텔,202503,5,전세,0,10400,0,약수,252
연립다세대,202503,20,전세,0,15000,0,약수,236
연립다세대,202503,12,전세,0,10000,0,약수,236
연립다세대,202503,18,매매,72500,0,0,약수,139
연립다세대,202503,25,매매,50000,0,0,약수,166
연립다세대,202503,4,월세,0,3000,90,버티고개,122
연립다세대,202503,29,월세,0,4100,95,약수,44
오피스텔,202503,29,월세,0,6000,76,약수,44
오피스텔,202503,29,전세,0,21000,0,약수,83
오피스텔,202503,15,전세,0,20000,0,약수,83
아파트,202503,26,매매,59000,0,0,약수,176
연립다세대,202503,23,전세,0,12600,0,약수,219
연립다세대,202503,23,전세,0,14330,0,약수,219
연립다세대,202503,30,매매,29000,0,0,약수,215
연립다세대,202503,12,월세,0,1000,65,약수,250
연립다세대,202503,3,매매,34500,0,0,청구,223
연립다세대,202503,24,매매,22700,0,0,청구,163
연립다세대,202503,28,전세,0,31000,0,동대문역사문화공원,276
연립다세대,202503,29,전세,0,30000,0,동대문역사문화공원,245
연립다세대,202503,4,전세,0,34500,0,동대문역사문화공원,245
연립다세대,202503,20,월세,0,3000,45,동대문역사문화공원,262
연립다세대,202503,31,전세,0,22000,0,동대문역사문화공원,271
연립다세대,202503,28,월세,0,20000,30,동대문역사문화공원,271
연립다세대,202503,18,전세,0,33000,0,동대문역사문화공원,215
연립다세대,202503,25,매매,30500,0,0,청구,146
연립다세대,202503,6,월세,0,3000,95,청구,146
연립다세대,202503,28,전세,0,32200,0,청구,250
연립다세대,202503,22,전세,0,26400,0,청구,250
연립다세대,202503,22,전세,0,26400,0,청구,250
연립다세대,202503,14,전세,0,26400,0,청구,250
연립다세대,202503,14,전세,0,26400,0,청구,250
연립다세대,202503,25,매매,37000,0,0,청구,240
연립다세대,202503,20,월세,0,10000,23,동대입구,218
연립다세대,202503,4,월세,0,4000,140,동대입구,218
연립다세대,202503,12,월세,0,4000,110,청구,251
연립다세대,202503,25,매매,43000,0,0,청구,278
연립다세대,202503,15,전세,0,26080,0,청구,230
연립다세대,202503,17,전세,0,23000,0,청구,295
아파트,202503,13,매매,75000,0,0,청구,256
연립다세대,202503,21,매매,25000,0,0,약수,299
연립다세대,202503,29,월세,0,21100,15,약수,300
연립다세대,202503,4,월세,0,3000,80,약수,178
연립다세대,202503,4,월세,0,3000,80,약수,178
연립다세대,202503,25,전세,0,34000,0,약수,170
연립다세대,202503,13,월세,0,22000,15,약수,170
연립다세대,202503,4,월세,0,3000,110,약수,171
오피스텔,202503,5,월세,0,3000,82,약수,182
연립다세대,202503,4,월세,0,1000,62,약수,147
연립다세대,202503,1,월세,0,1000,65,약수,147
연립다세대,202503,15,월세,0,2000,90,약수,325
연립다세대,202503,26,월세,0,5000,100,버티고개,258
연립다세대,202503,7,월세,0,14800,10,약수,339
연립다세대,202503,12,전세,0,11700,0,버티고개,366
연립다세대,202503,12,매매,57500,0,0,버티고개,160
연립다세대,202503,15,매매,54500,0,0,버티고개,155
연립다세대,202503,9,월세,0,5000,40,버티고개,311
연립다세대,202503,1,월세,0,1000,50,버티고개,311
연립다세대,202503,15,매매,49000,0,0,약수,190
연립다세대,202503,27,매매,66500,0,0,약수,140
아파트,202503,28,매매,74500,0,0,버티고개,104
연립다세대,202503,4,월세,0,63000,158,버티고개,95
연립다세대,202503,25,월세,0,1000,68,버티고개,11
연립다세대,202503,6,월세,0,8000,15,버티고개,11
연립다세대,202503,4,월세,0,8000,13,버티고개,11
연립다세대,202503,11,월세,0,7000,30,버티고개,197
연립다세대,202503,11,월세,0,7000,30,버티고개,197
아파트,202503,4,월세,0,2000,250,버티고개,117
연립다세대,202503,3,월세,0,7000,66,버티고개,223
연립다세대,202503,27,월세,0,2000,95,약수,394
연립다세대,202503,11,전세,0,13000,0,버티고개,403
연립다세대,202503,27,매매,30000,0,0,약수,381
아파트,202503,5,월세,0,16000,15,버티고개,359
연립다세대,202503,13,전세,0,19500,0,버티고개,229
연립다세대,202503,22,매매,35000,0,0,버티고개,193
오피스텔,202503,28,전세,0,45000,0,상왕십리,132
오피스텔,202503,27,월세,0,100,70,상왕십리,132
오피스텔,202503,27,월세,0,100,70,상왕십리,132
오피스텔,202503,22,전세,0,42000,0,상왕십리,132
오피스텔,202503,15,월세,0,5000,165,상왕십리,132
아파트,202503,19,매매,93800,0,0,청구,460
아파트,202503,11,매매,91500,0,0,청구,460
아파트,202503,6,매매,117000,0,0,청구,460
아파트,202503,3,매매,114000,0,0,청구,460
아파트,202503,29,전세,0,53000,0,청구,460
아파트,202503,19,전세,0,39900,0,청구,460
아파트,202503,18,월세,0,40000,28,청구,460
아파트,202503,18,월세,0,40000,29,청구,460
아파트,202503,17,전세,0,50000,0,청구,460
아파트,202503,10,월세,0,4000,150,청구,460
아파트,202503,7,월세,0,20000,105,청구,460
연립다세대,202503,7,매매,42000,0,0,청구,276
아파트,202503,29,매매,114000,0,0,약수,86
아파트,202503,29,매매,113000,0,0,약수,86
아파트,202503,28,매매,91000,0,0,약수,86
아파트,202503,22,매매,101000,0,0,약수,86
아파트,202503,22,매매,105500,0,0,약수,86
아파트,202503,21,매매,99500,0,0,약수,86
아파트,202503,20,매매,136500,0,0,약수,86
아파트,202503,19,매매,123000,0,0,약수,86
아파트,202503,19,매매,129000,0,0,약수,86
아파트,202503,15,매매,134000,0,0,약수,86
아파트,202503,15,매매,144000,0,0,약수,86
아파트,202503,15,매매,83000,0,0,약수,86
아파트,202503,15,매매,135000,0,0,약수,86
아파트,202503,15,매매,88500,0,0,약수,86
아파트,202503,14,매매,132500,0,0,약수,86
아파트,202503,14,매매,100000,0,0,약수,86
아파트,202503,13,매매,91000,0,0,약수,86
아파트,202503,12,매매,112200,0,0,약수,86
아파트,202503,11,매매,132500,0,0,약수,86
아파트,202503,10,매매,110000,0,0,약수,86
아파트,202503,8,매매,138000,0,0,약수,86
아파트,202503,8,매매,128000,0,0,약수,86
아파트,202503,8,매매,96000,0,0,약수,86
아파트,202503,8,매매,88000,0,0,약수,86
아파트,202503,6,매매,89000,0,0,약수,86
아파트,202503,4,매매,111000,0,0,약수,86
아파트,202503,3,매매,122500,0,0,약수,86
아파트,202503,31,전세,0,80000,0,약수,86
아파트,202503,31,월세,0,15000,108,약수,86
아파트,202503,31,전세,0,80000,0,약수,86
아파트,202503,31,전세,0,44000,0,약수,86
아파트,202503,29,전세,0,52000,0,약수,86
아파트,202503,26,전세,0,55000,0,약수,86
아파트,202503,25,전세,0,75000,0,약수,86
아파트,202503,22,전세,0,40000,0,약수,86
아파트,202503,21,월세,0,0,40,약수,86
아파트,202503,21,월세,0,26250,50,약수,86
아파트,202503,15,전세,0,80000,0,약수,86
아파트,202503,8,월세,0,48000,50,약수,86
아파트,202503,7,월세,0,5000,170,약수,86
아파트,202503,3,전세,0,80000,0,약수,86
아파트,202503,1,전세,0,62000,0,약수,86
아파트,202503,31,매매,129800,0,0,청구,226
아파트,202503,29,매매,118000,0,0,청구,226
아파트,202503,22,매매,139500,0,0,청구,226
아파트,202503,15,매매,120000,0,0,청구,226
아파트,202503,8,매매,104000,0,0,청구,226
아파트,202503,7,매매,99000,0,0,청구,226
아파트,202503,2,매매,104000,0,0,청구,226
아파트,202503,30,전세,0,55000,0,청구,226
아파트,202503,24,전세,0,68000,0,청구,226
아파트,202503,18,월세,0,20000,160,청구,226
아파트,202503,13,전세,0,47200,0,청구,226
아파트,202503,8,전세,0,58000,0,청구,226
아파트,202503,4,월세,0,60000,35,청구,226
아파트,202503,1,전세,0,53000,0,청구,226
아파트,202503,1,전세,0,55000,0,청구,226
아파트,202503,29,매매,109000,0,0,버티고개,4
아파트,202503,29,매매,133000,0,0,버티고개,4
아파트,202503,25,매매,114000,0,0,버티고개,4
아파트,202503,21,매매,150000,0,0,버티고개,4
아파트,202503,21,매매,160000,0,0,버티고개,4
아파트,202503,20,매매,156500,0,0,버티고개,4
아파트,202503,19,매매,109000,0,0,버티고개,4
아파트,202503,19,매매,112000,0,0,버티고개,4
아파트,202503,18,매매,106000,0,0,버티고개,4
아파트,202503,16,매매,168000,0,0,버티고개,4
아파트,202503,15,매매,107500,0,0,버티고개,4
아파트,202503,15,매매,140000,0,0,버티고개,4
아파트,202503,15,매매,105400,0,0,버티고개,4
아파트,202503,8,매매,114500,0,0,버티고개,4
아파트,202503,8,매매,109500,0,0,버티고개,4
아파트,202503,7,매매,105800,0,0,버티고개,4
아파트,202503,6,매매,107500,0,0,버티고개,4
아파트,202503,4,매매,139800,0,0,버티고개,4
아파트,202503,1,매매,106200,0,0,버티고개,4
아파트,202503,1,매매,108000,0,0,버티고개,4
아파트,202503,29,전세,0,54000,0,버티고개,4
아파트,202503,28,월세,0,60000,20,버티고개,4
아파트,202503,27,월세,0,5000,230,버티고개,4
아파트,202503,27,월세,0,56000,48,버티고개,4
아파트,202503,26,전세,0,33285,0,버티고개,4
아파트,202503,26,전세,0,78000,0,버티고개,4
아파트,202503,22,전세,0,85000,0,버티고개,4
아파트,202503,22,전세,0,56700,0,버티고개,4
아파트,202503,22,전세,0,56000,0,버티고개,4
아파트,202503,22,월세,0,40000,60,버티고개,4
아파트,202503,22,전세,0,65000,0,버티고개,4
아파트,202503,20,월세,0,5000,220,버티고개,4
아파트,202503,19,월세,0,4000,160,버티고개,4
아파트,202503,19,전세,0,62500,0,버티고개,4
아파트,202503,18,전세,0,57700,0,버티고개,4
아파트,202503,17,전세,0,65000,0,버티고개,4
아파트,202503,15,전세,0,56000,0,버티고개,4
아파트,202503,15,전세,0,49350,0,버티고개,4
아파트,202503,13,전세,0,73000,0,버티고개,4
아파트,202503,12,전세,0,56000,0,버티고개,4
아파트,202503,11,월세,0,56000,40,버티고개,4
아파트,202503,11,월세,0,56000,40,버티고개,4
아파트,202503,10,월세,0,10100,290,버티고개,4
아파트,202503,10,월세,0,25000,79,버티고개,4
아파트,202503,9,전세,0,55000,0,버티고개,4
